ID,fluxes
AMID,0.0
DURIK1,0.0
GMPS2,0.0
R08233,0.0
FFSD,0.0
R05590,0.0
GLUPRT,0.0
AMID3,0.0
GLNTRAT,0.14857341064949992
SGHA,0.0
AMID5,0.0
ORPT,0.0
TMDK1,0.0
FTHFCL_1,0.0
5FLURAPRT,0.0
TKT1,0.0
R06590,0.0
ATPPRT,0.0
TKT2h,0.39652521634901877
ANTPPT,0.0
HDDHL5,0.09382406259217468
AMID2,0.0
GMPS,0.0
GLUNpp,0.0
UAGCVT,0.1072625016293331
HHDHL7,0.09154358344537654
R11017,0.0
HDEHL4,0.09382406259217468
ASNTRS,0.18121914847361345
HOCHL3,0.09382406259217468
e_Peptidoglycan,0.1132723950959383
HTDHL6,0.09382406259217468
R10948,0.0
OGMEACPD,0.0
METAT,0.0015020015583276586
R01395,0.0
OPMEACPD,0.0
MEVK1x,0.0
HBUHL1,0.09382406259217468
R10949,0.0
R10208,0.0
HODHL8,0.06785464990848605
HHYHL2,0.09382406259217468
THRD_Lm,0.003461169589904656
CBMD,0.0
GLUTRS,0.27099570023804465
SERHL,0.0
PYDXK,0.0
GLUTRS_Gln,0.14857341064949992
PYDXNK,0.0
PGLYCPx,0.0
PHETRS,0.18086280119812603
HCGAL,0.0
PYDAMK,0.0
THRAL,0.7323924911649028
HISTRS,0.07419574183187462
RNDR2,0.014028778453147539
PPM2,0.0
RNDR3,0.035671090867373315
DCMPDA,0.021677549728456123
DAPDA,0.0
R05747,0.0
RNDR4,0.0
r0680,0.0
RNDR1,0.0
PNTK,0.0007858022826536804
RNTR2,0.0
PGMT,-0.6896854619715035
RNTR4,0.0
ADPRDP,0.0
HSK_1,0.0
RNTR3,0.0
RNTR1,0.02200300915769775
R05224,0.0
APNPT,0.0
PPM,-0.1763503194540053
R07606,0.0
HP,0.0
IMPC,0.0
AIRC3,0.0
1-Acyl-sn-glycero-3-phosphoglycerol,0.001285808905111999
EX_co2_e,0.20516297472027376
EX_k_e,-0.0
EX_btn_e,-0.0024659208425275437
EX_sucr_e,0.0
EX_4abz_e,0.18774078780661507
EX_h2o_e,-13.374241387072816
EX_na1_e,0.0
EX_pnto__R_e,-0.003535009705831753
TDPm,0.0
EX_h_e,48.90502782262085
EX_leu__L_e,-0.3904528449010654
R02027,0.0
EX_for_e,3.4209009977354845
GALM,0.0
EX_glu__L_e,-0.0
EX_phe__L_e,-0.0
RPEh,-0.39652521634901877
AHSERL2,0.0
EX_val__L_e,-0.2816900926358509
EX_cellb_e,-0.0
AHAL,0.0
HCYSMT,0.0
HCYSMT2,0.0
GLCE,0.0
UAG4Ei,0.09505034169169882
UDPG4E,0.3693712970781175
MTHFCx,0.0
3NUCLE2,0.0
23PDE4pp,0.0
3NUCLE4,0.0
IPPSm,0.0
3NUCLE1,0.0
THPAT,0.0
CSp,0.0
DHORD_NAD,0.0
23PDE9pp,0.0
PFKh,26.222654955775738
PPOR_1,0.023514371239494014
R03239,0.0
IPPMIb,0.0
R03238,0.0
R03237,0.0
IPPMIa,0.0
PGPP_Lgg,0.28935154005210617
Oxygen_Reduction,0.0
ACGSm,0.0
6TINS5MPOR,0.0
TDPGDH,0.018485363726059936
LGTHL,0.0
G5SD,0.12902420794775743
CYSTL,0.0
TRPAS1,0.0
CYSLYSL,0.0
SELCYSTLh,0.0
IMPD,0.0
DPCOAK,0.0007858022826536804
MI4PP,0.0
MI3PP,0.0
CYTK2,-0.021677549728456123
CYTK1,0.28935154005210617
NADK,0.000810340155225131
AROH,0.0
G5SADs,0.12902420794775743
GLUDy,0.1668544356921875
PPNDH,0.18086280119812603
RNMK,0.0017160489475762375
MI1PP,0.0
ARGTRS,0.16332627616874937
SERTRS,0.24592995910664103
r0051,0.11237223857082546
GRTTx,0.0
ASPTRS,0.23167386023537587
DHAK,0.0
NNAM,0.0
R08218,0.0
PSCVT,0.39652521634901877
R04773,0.0
PPA,5.964931052404502
XPPT,0.0
DHPS2_1,0.0
METTRS,0.09834213348674198
HXPRT,0.0
R03066,0.0
CYSTRS,0.02211702262303957
RBFK,0.0020862490530058884
ADPT2,0.0
PROTRS,0.12902420794766775
GUAPRT,0.107802658324188
6MPURPRT,0.0
TGUAPRT,0.0
LPGS_Lgg,0.0
R02718,0.0
UMPK,0.291840423896939
R08238,0.0
GLYTRS,0.2579243346259279
DNTP,0.0
R01421,0.0
G3PD2_1,0.0
UPPRT,0.0
CDGR,0.0
r0202,0.4749377002924354
APhi,0.0
UREA,0.0
DHFS,0.0
PGLYDH,0.0
ASPSE,0.0
PRFGS_1,0.0
R05225,0.0
6TXAN5MPAML,0.0
DUTPDP,0.0
ADNCYC,0.0
GUACYC,0.0
HPROa,0.0
PRO1y,0.0
